transaction_id,customer_id,product_category,product_name,sale_date,price,quantity,discounts,payment_methods
1023,C-023,Apparel,Sneakers,2024-01-12 14:10:28,1111.64,4,"[{""type"": ""promo"", ""value"": 0.08}]","[""Debit Card"", ""Cash""]"
1024,C-024,Sports,Tennis Racket,2024-01-06 00:40:58,13.22,4,"[{""type"": ""bulk"", ""value"": 0.17}, {""type"": ""promo"", ""value"": 0.16}]","[""PayPal""]"
1025,C-025,Apparel,Jeans,2024-01-04 20:31:45,111.06,4,"[{""type"": ""seasonal"", ""value"": 0.2}]","[""Cash"", ""Debit Card""]"
1026,C-026,Sports,Yoga Mat,2024-01-16 05:06:30,600.89,4,[],"[""Cash""]"
1027,C-027,Electronics,Keyboard,2024-01-16 23:46:08,500.73,2,[],"[""PayPal""]"
1028,C-028,Sports,Soccer Ball,2024-01-18 05:00:26,402.38,5,[],"[""Cash""]"
1029,C-029,Home Goods,Toaster,2024-01-08 17:56:00,511.62,5,"[{""type"": ""loyalty"", ""value"": 0.1}, {""type"": ""promo"", ""value"": 0.16}]","[""Credit Card""]"
1030,C-030,Home Goods,Blender,2024-01-08 00:49:21,975.22,1,"[{""type"": ""seasonal"", ""value"": 0.1}, {""type"": ""promo"", ""value"": 0.18}]","[""PayPal"", ""Gift Card"", ""Credit Card""]"
1031,C-031,Home Goods,Blender,2024-01-14 19:03:29,53.05,5,"[{""type"": ""bulk"", ""value"": 0.17}, {""type"": ""bulk"", ""value"": 0.11}]","[""Gift Card"", ""Cash""]"
1032,C-032,Home Goods,Lamp,2024-01-27 02:32:02,835.84,4,"[{""type"": ""loyalty"", ""value"": 0.07}]","[""Credit Card"", ""PayPal"", ""Debit Card""]"
1033,C-033,Electronics,Keyboard,2024-01-12 13:22:07,1334.66,3,[],"[""Credit Card"", ""Cash"", ""Gift Card""]"
1034,C-034,Apparel,T-shirt,2024-01-15 23:27:03,1432.02,1,[],"[""Credit Card"", ""Cash"", ""Gift Card""]"
1035,C-035,Apparel,Socks,2024-01-29 17:42:23,1068.37,2,"[{""type"": ""promo"", ""value"": 0.08}]","[""PayPal"", ""Credit Card""]"
1036,C-036,Apparel,Socks,2024-01-08 07:31:36,1105.38,2,"[{""type"": ""promo"", ""value"": 0.18}]","[""Gift Card""]"
1037,C-037,Home Goods,Lamp,2024-01-21 22:05:51,994.39,5,[],"[""Gift Card""]"
1038,C-038,Electronics,Keyboard,2024-01-29 01:53:05,735.77,3,"[{""type"": ""promo"", ""value"": 0.14}, {""type"": ""bulk"", ""value"": 0.18}]","[""Credit Card"", ""Cash"", ""Debit Card""]"
1039,C-039,Apparel,Jeans,2024-01-11 20:19:39,144.6,4,[],"[""PayPal"", ""Cash"", ""Gift Card""]"
1040,C-040,Sports,Soccer Ball,2024-01-25 00:12:49,1048.24,5,"[{""type"": ""bulk"", ""value"": 0.19}]","[""Debit Card"", ""Credit Card""]"
1041,C-041,Books,Dune,2024-01-21 00:16:12,872.14,3,[],"[""Debit Card"", ""Credit Card"", ""Gift Card""]"
1042,C-042,Books,The Great Gatsby,2024-01-14 06:08:55,1154.85,1,"[{""type"": ""promo"", ""value"": 0.18}, {""type"": ""promo"", ""value"": 0.07}]","[""PayPal"", ""Debit Card""]"
1043,C-043,Apparel,Jeans,2024-01-18 21:43:10,940.03,3,"[{""type"": ""promo"", ""value"": 0.2}, {""type"": ""bulk"", ""value"": 0.07}]","[""Credit Card"", ""PayPal""]"
1044,C-044,Electronics,Smartphone,2024-01-21 20:31:54,785.16,4,"[{""type"": ""promo"", ""value"": 0.11}]","[""PayPal"", ""Debit Card"", ""Gift Card""]"
1045,C-045,Home Goods,Coffee Maker,2024-01-04 23:28:31,859.38,5,"[{""type"": ""promo"", ""value"": 0.06}, {""type"": ""promo"", ""value"": 0.08}]","[""Gift Card"", ""PayPal"", ""Cash""]"
1046,C-046,Home Goods,Vacuum Cleaner,2024-01-04 08:23:49,444.85,2,"[{""type"": ""loyalty"", ""value"": 0.13}, {""type"": ""seasonal"", ""value"": 0.12}]","[""PayPal"", ""Credit Card"", ""Gift Card""]"
1047,C-047,Home Goods,Coffee Maker,2024-01-28 06:07:10,328.45,2,"[{""type"": ""seasonal"", ""value"": 0.1}]","[""Credit Card"", ""PayPal""]"
1048,C-048,Apparel,T-shirt,2024-01-29 19:24:35,419.14,5,"[{""type"": ""seasonal"", ""value"": 0.14}]","[""Credit Card""]"
1049,C-049,Books,1984,2024-01-08 09:51:08,95.1,3,"[{""type"": ""bulk"", ""value"": 0.17}]","[""Gift Card"", ""Debit Card""]"
1050,C-050,Books,The Great Gatsby,2024-01-30 04:42:51,473.63,3,"[{""type"": ""loyalty"", ""value"": 0.18}, {""type"": ""loyalty"", ""value"": 0.14}]","[""Gift Card"", ""Debit Card"", ""Credit Card""]"
1051,C-051,Sports,Basketball,2024-01-04 19:50:59,359.06,1,[],"[""Gift Card""]"
1052,C-052,Apparel,Sneakers,2024-01-24 01:16:14,1122.37,2,"[{""type"": ""bulk"", ""value"": 0.05}, {""type"": ""loyalty"", ""value"": 0.08}]","[""Credit Card"", ""Gift Card"", ""Debit Card""]"
1053,C-053,Electronics,Keyboard,2024-01-15 05:50:59,791.76,3,"[{""type"": ""bulk"", ""value"": 0.15}, {""type"": ""seasonal"", ""value"": 0.2}]","[""PayPal""]"
1054,C-054,Books,Dune,2024-01-26 08:48:17,473.67,1,[],"[""Cash"", ""Debit Card"", ""Credit Card""]"
1055,C-055,Sports,Soccer Ball,2024-01-15 06:27:01,121.85,2,"[{""type"": ""loyalty"", ""value"": 0.09}, {""type"": ""seasonal"", ""value"": 0.09}]","[""Cash"", ""PayPal"", ""Debit Card""]"
1056,C-056,Sports,Dumbbells,2024-01-22 14:44:07,671.84,2,"[{""type"": ""seasonal"", ""value"": 0.19}, {""type"": ""promo"", ""value"": 0.13}]","[""Credit Card"", ""PayPal"", ""Cash""]"
1057,C-057,Electronics,Laptop,2024-01-25 21:10:51,705.46,1,"[{""type"": ""seasonal"", ""value"": 0.06}, {""type"": ""seasonal"", ""value"": 0.06}]","[""Credit Card""]"
1058,C-058,Electronics,Laptop,2024-01-07 00:28:34,193.36,5,[],"[""Cash"", ""PayPal"", ""Credit Card""]"
1059,C-059,Apparel,T-shirt,2024-01-29 12:55:02,1348.15,2,"[{""type"": ""seasonal"", ""value"": 0.16}]","[""Gift Card""]"
1060,C-060,Sports,Soccer Ball,2024-01-06 14:41:04,1335.67,2,"[{""type"": ""bulk"", ""value"": 0.06}, {""type"": ""bulk"", ""value"": 0.16}]","[""PayPal""]"
1061,C-061,Apparel,Jacket,2024-01-18 15:30:57,187.74,1,"[{""type"": ""seasonal"", ""value"": 0.09}]","[""PayPal"", ""Gift Card""]"
1062,C-062,Electronics,Laptop,2024-01-06 18:42:03,674.78,1,"[{""type"": ""seasonal"", ""value"": 0.19}]","[""PayPal""]"
1063,C-063,Home Goods,Blender,2024-01-13 05:47:20,787.74,2,"[{""type"": ""bulk"", ""value"": 0.05}, {""type"": ""loyalty"", ""value"": 0.17}]","[""Cash"", ""PayPal"", ""Gift Card""]"
1064,C-064,Apparel,T-shirt,2024-01-26 21:57:43,61.59,1,"[{""type"": ""promo"", ""value"": 0.05}]","[""PayPal""]"
1065,C-065,Apparel,Sneakers,2024-01-06 05:31:27,1192.88,1,[],"[""PayPal""]"
1066,C-066,Apparel,T-shirt,2024-01-26 03:46:20,114.24,1,"[{""type"": ""bulk"", ""value"": 0.16}]","[""Debit Card"", ""PayPal"", ""Cash""]"
1067,C-067,Books,Pride and Prejudice,2024-01-16 03:25:53,1165.45,3,"[{""type"": ""loyalty"", ""value"": 0.07}]","[""Credit Card"", ""PayPal""]"
1068,C-068,Electronics,Smartphone,2024-01-25 01:28:48,885.14,5,"[{""type"": ""promo"", ""value"": 0.18}, {""type"": ""bulk"", ""value"": 0.07}]","[""Debit Card"", ""Cash"", ""Gift Card""]"
1069,C-069,Sports,Soccer Ball,2024-01-11 18:53:35,677.7,4,[],"[""Cash"", ""Debit Card""]"
1070,C-070,Electronics,Monitor,2024-01-13 13:02:03,680.44,3,[],"[""Credit Card""]"
1071,C-071,Books,Moby Dick,2024-01-01 03:30:13,637.39,4,"[{""type"": ""seasonal"", ""value"": 0.07}]","[""Cash"", ""PayPal"", ""Credit Card""]"
1072,C-072,Electronics,Headphones,2024-01-05 03:36:21,577.21,1,"[{""type"": ""bulk"", ""value"": 0.17}]","[""Cash"", ""Credit Card""]"
1073,C-073,Books,Moby Dick,2024-01-25 04:38:11,276.01,4,[],"[""Gift Card""]"
1074,C-074,Electronics,Laptop,2024-01-17 03:58:21,1061.46,1,"[{""type"": ""seasonal"", ""value"": 0.18}]","[""PayPal""]"
1075,C-075,Apparel,Jacket,2024-01-12 05:21:27,1408.1,5,[],"[""Credit Card""]"
1076,C-076,Apparel,T-shirt,2024-01-05 04:33:03,282.62,5,"[{""type"": ""bulk"", ""value"": 0.11}]","[""PayPal"", ""Cash""]"
1077,C-077,Sports,Basketball,2024-01-13 18:27:19,880.63,2,[],"[""Cash"", ""Gift Card"", ""Credit Card""]"
1078,C-078,Electronics,Laptop,2024-01-19 15:42:06,402.47,1,"[{""type"": ""loyalty"", ""value"": 0.15}, {""type"": ""promo"", ""value"": 0.08}]","[""Debit Card"", ""Gift Card"", ""Credit Card""]"
1079,C-079,Home Goods,Blender,2024-01-06 02:29:09,620.23,4,"[{""type"": ""promo"", ""value"": 0.2}, {""type"": ""loyalty"", ""value"": 0.17}]","[""Cash"", ""Credit Card"", ""Gift Card""]"
1080,C-080,Home Goods,Vacuum Cleaner,2024-01-01 01:42:25,1147.39,2,"[{""type"": ""bulk"", ""value"": 0.13}]","[""Gift Card""]"
1081,C-081,Electronics,Keyboard,2024-01-15 12:52:29,532.7,3,"[{""type"": ""seasonal"", ""value"": 0.16}]","[""Debit Card"", ""Gift Card"", ""Credit Card""]"
1082,C-082,Books,The Great Gatsby,2024-01-19 02:44:04,284.16,1,"[{""type"": ""loyalty"", ""value"": 0.12}, {""type"": ""bulk"", ""value"": 0.18}]","[""PayPal""]"
1083,C-083,Home Goods,Lamp,2024-01-28 19:15:08,743.16,2,"[{""type"": ""loyalty"", ""value"": 0.09}]","[""Debit Card""]"
1084,C-084,Electronics,Laptop,2024-01-08 18:39:23,1485.83,5,"[{""type"": ""bulk"", ""value"": 0.11}, {""type"": ""promo"", ""value"": 0.08}]","[""PayPal""]"
1085,C-085,Electronics,Laptop,2024-01-07 02:24:31,1364.0,2,"[{""type"": ""promo"", ""value"": 0.07}, {""type"": ""bulk"", ""value"": 0.1}]","[""Cash"", ""Gift Card""]"
1086,C-086,Sports,Tennis Racket,2024-01-27 20:31:42,903.36,4,"[{""type"": ""seasonal"", ""value"": 0.15}, {""type"": ""bulk"", ""value"": 0.15}]","[""Gift Card""]"
1087,C-087,Books,Dune,2024-01-21 18:10:15,619.41,2,[],"[""Credit Card"", ""Debit Card""]"
1088,C-088,Sports,Tennis Racket,2024-01-26 09:40:59,675.39,2,"[{""type"": ""bulk"", ""value"": 0.17}]","[""PayPal"", ""Gift Card""]"
1089,C-089,Apparel,Jacket,2024-01-09 22:03:47,620.88,5,"[{""type"": ""promo"", ""value"": 0.19}]","[""PayPal"", ""Credit Card"", ""Debit Card""]"
1090,C-090,Electronics,Smartphone,2024-01-30 06:43:46,1431.88,1,"[{""type"": ""seasonal"", ""value"": 0.1}, {""type"": ""bulk"", ""value"": 0.07}]","[""Debit Card""]"
1091,C-091,Home Goods,Coffee Maker,2024-01-03 10:20:00,594.13,5,[],"[""Credit Card"", ""Cash""]"
1092,C-092,Sports,Tennis Racket,2024-01-07 09:01:51,1248.27,2,"[{""type"": ""loyalty"", ""value"": 0.14}]","[""Debit Card""]"
1093,C-093,Sports,Basketball,2024-01-14 06:59:31,911.76,5,"[{""type"": ""bulk"", ""value"": 0.09}, {""type"": ""bulk"", ""value"": 0.06}]","[""Credit Card""]"
1094,C-094,Sports,Basketball,2024-01-03 22:48:39,1313.06,5,"[{""type"": ""promo"", ""value"": 0.1}]","[""Cash"", ""Debit Card"", ""PayPal""]"
1095,C-095,Electronics,Keyboard,2024-01-20 06:38:03,70.92,1,"[{""type"": ""seasonal"", ""value"": 0.16}, {""type"": ""seasonal"", ""value"": 0.1}]","[""Credit Card"", ""Gift Card"", ""Cash""]"
1096,C-096,Apparel,T-shirt,2024-01-03 14:26:46,678.29,5,"[{""type"": ""bulk"", ""value"": 0.15}]","[""Gift Card""]"
1097,C-097,Apparel,T-shirt,2024-01-28 23:20:36,264.55,2,[],"[""Credit Card"", ""PayPal"", ""Cash""]"
1098,C-098,Apparel,Socks,2024-01-17 13:17:43,305.62,5,"[{""type"": ""loyalty"", ""value"": 0.09}, {""type"": ""promo"", ""value"": 0.19}]","[""Debit Card"", ""Credit Card"", ""Gift Card""]"
1099,C-099,Apparel,Jacket,2024-01-11 03:15:41,112.63,5,[],"[""Cash""]"
1100,C-100,Sports,Dumbbells,2024-01-28 07:19:23,992.62,1,"[{""type"": ""loyalty"", ""value"": 0.09}, {""type"": ""promo"", ""value"": 0.1}]","[""Debit Card"", ""Cash"", ""PayPal""]"
1101,C-101,Electronics,Keyboard,2024-01-24 02:36:23,562.25,4,[],"[""Credit Card""]"
1102,C-102,Electronics,Smartphone,2024-01-05 10:56:54,704.72,4,"[{""type"": ""seasonal"", ""value"": 0.06}]","[""Debit Card"", ""PayPal""]"
1103,C-103,Electronics,Smartphone,2024-01-28 18:13:02,1306.84,5,"[{""type"": ""seasonal"", ""value"": 0.08}, {""type"": ""seasonal"", ""value"": 0.15}]","[""Credit Card"", ""Debit Card""]"
1104,C-104,Books,Pride and Prejudice,2024-01-11 15:13:50,1012.44,5,[],"[""Cash""]"
1105,C-105,Books,1984,2024-01-29 20:28:55,1297.04,1,"[{""type"": ""seasonal"", ""value"": 0.08}, {""type"": ""bulk"", ""value"": 0.05}]","[""Debit Card""]"
1106,C-106,Sports,Yoga Mat,2024-01-25 04:40:42,564.32,1,[],"[""Cash"", ""PayPal""]"
1107,C-107,Sports,Yoga Mat,2024-01-12 17:42:24,887.49,4,"[{""type"": ""loyalty"", ""value"": 0.11}, {""type"": ""promo"", ""value"": 0.08}]","[""Debit Card"", ""PayPal"", ""Cash""]"
1108,C-108,Home Goods,Lamp,2024-01-19 13:52:36,815.26,4,[],"[""Credit Card"", ""PayPal""]"
1109,C-109,Home Goods,Lamp,2024-01-03 20:36:45,752.43,1,"[{""type"": ""bulk"", ""value"": 0.17}, {""type"": ""bulk"", ""value"": 0.09}]","[""Gift Card""]"
1110,C-110,Books,Moby Dick,2024-01-20 05:15:35,371.65,5,[],"[""Gift Card""]"
1111,C-111,Electronics,Monitor,2024-01-01 21:04:01,809.61,5,[],"[""PayPal"", ""Cash"", ""Gift Card""]"
1112,C-112,Sports,Soccer Ball,2024-01-07 18:15:04,448.31,1,[],"[""Cash"", ""Credit Card"", ""Gift Card""]"
1113,C-113,Electronics,Smartphone,2024-01-15 00:57:10,758.61,1,[],"[""Debit Card""]"
1114,C-114,Books,1984,2024-01-12 20:07:46,929.29,1,"[{""type"": ""promo"", ""value"": 0.14}, {""type"": ""promo"", ""value"": 0.07}]","[""Gift Card""]"
1115,C-115,Books,Moby Dick,2024-01-29 16:27:36,805.51,4,"[{""type"": ""seasonal"", ""value"": 0.13}, {""type"": ""promo"", ""value"": 0.19}]","[""PayPal""]"
1116,C-116,Home Goods,Lamp,2024-01-11 21:53:00,1224.61,2,[],"[""Debit Card"", ""Cash""]"
1117,C-117,Apparel,Sneakers,2024-01-01 17:36:50,618.82,4,"[{""type"": ""promo"", ""value"": 0.07}, {""type"": ""seasonal"", ""value"": 0.1}]","[""Debit Card"", ""PayPal"", ""Credit Card""]"
1118,C-118,Apparel,Jacket,2024-01-08 18:19:01,1390.31,3,"[{""type"": ""loyalty"", ""value"": 0.1}]","[""Credit Card"", ""Cash""]"
1119,C-119,Electronics,Headphones,2024-01-13 15:51:02,398.96,2,[],"[""Cash"", ""PayPal""]"
1120,C-120,Electronics,Smartphone,2024-01-22 19:00:20,398.07,4,[],"[""Debit Card"", ""PayPal""]"
1121,C-121,Apparel,Jacket,2024-01-23 13:58:09,890.88,5,[],"[""Debit Card""]"
1122,C-122,Home Goods,Lamp,2024-01-08 21:13:44,183.17,3,[],"[""Credit Card""]"
1123,C-123,Books,The Great Gatsby,2024-01-01 05:23:49,597.27,1,"[{""type"": ""promo"", ""value"": 0.1}, {""type"": ""loyalty"", ""value"": 0.13}]","[""Debit Card"", ""Gift Card"", ""Cash""]"
1124,C-124,Electronics,Smartphone,2024-01-23 16:46:31,1139.78,1,[],"[""Debit Card"", ""Credit Card"", ""Gift Card""]"
1125,C-125,Electronics,Smartphone,2024-01-12 12:23:16,824.68,1,[],"[""Debit Card"", ""Cash"", ""Gift Card""]"
1126,C-126,Home Goods,Coffee Maker,2024-01-04 22:51:55,204.98,3,[],"[""Debit Card""]"
1127,C-127,Apparel,Sneakers,2024-01-03 12:56:52,846.31,2,"[{""type"": ""bulk"", ""value"": 0.09}]","[""Cash"", ""PayPal"", ""Credit Card""]"
1128,C-128,Sports,Basketball,2024-01-20 19:17:34,85.11,2,[],"[""Gift Card"", ""Credit Card""]"
1129,C-129,Books,Pride and Prejudice,2024-01-09 21:32:30,412.83,3,[],"[""Cash""]"
1130,C-130,Home Goods,Toaster,2024-01-19 12:07:24,687.96,4,"[{""type"": ""promo"", ""value"": 0.15}]","[""Gift Card""]"
1131,C-131,Home Goods,Toaster,2024-01-02 04:42:41,280.48,2,[],"[""Credit Card"", ""PayPal"", ""Cash""]"
1132,C-132,Home Goods,Toaster,2024-01-29 03:44:09,1442.65,1,"[{""type"": ""seasonal"", ""value"": 0.16}]","[""PayPal"", ""Debit Card"", ""Cash""]"
1133,C-133,Apparel,Sneakers,2024-01-26 14:49:55,207.85,1,[],"[""Gift Card"", ""PayPal"", ""Cash""]"
1134,C-134,Electronics,Headphones,2024-01-08 00:13:00,461.39,3,"[{""type"": ""promo"", ""value"": 0.17}]","[""Debit Card"", ""Credit Card"", ""Gift Card""]"
1135,C-135,Electronics,Laptop,2024-01-16 19:16:29,263.47,4,"[{""type"": ""bulk"", ""value"": 0.07}, {""type"": ""promo"", ""value"": 0.12}]","[""Credit Card"", ""Debit Card""]"
1136,C-136,Home Goods,Lamp,2024-01-25 21:30:28,521.27,1,"[{""type"": ""promo"", ""value"": 0.14}]","[""PayPal"", ""Gift Card"", ""Debit Card""]"
1137,C-137,Sports,Basketball,2024-01-22 02:59:42,414.98,5,"[{""type"": ""promo"", ""value"": 0.09}]","[""Gift Card"", ""Cash""]"
1138,C-138,Books,The Great Gatsby,2024-01-04 11:36:12,174.17,4,[],"[""Credit Card""]"
1139,C-139,Books,1984,2024-01-21 05:07:53,1330.4,4,"[{""type"": ""bulk"", ""value"": 0.07}, {""type"": ""promo"", ""value"": 0.17}]","[""PayPal"", ""Cash"", ""Debit Card""]"
1140,C-140,Sports,Tennis Racket,2024-01-19 18:31:49,533.23,2,[],"[""Debit Card"", ""Credit Card""]"
1141,C-141,Home Goods,Lamp,2024-01-02 05:40:51,1113.6,5,"[{""type"": ""seasonal"", ""value"": 0.09}]","[""Debit Card"", ""PayPal""]"
1142,C-142,Books,Pride and Prejudice,2024-01-08 15:12:50,501.89,3,"[{""type"": ""promo"", ""value"": 0.14}, {""type"": ""loyalty"", ""value"": 0.08}]","[""PayPal"", ""Credit Card""]"
1143,C-143,Apparel,Socks,2024-01-29 01:55:12,875.76,5,"[{""type"": ""loyalty"", ""value"": 0.16}, {""type"": ""loyalty"", ""value"": 0.17}]","[""PayPal"", ""Debit Card"", ""Cash""]"
1144,C-144,Home Goods,Toaster,2024-01-17 15:33:49,1094.68,3,"[{""type"": ""seasonal"", ""value"": 0.17}]","[""Gift Card"", ""Cash""]"
1145,C-145,Books,The Great Gatsby,2024-01-02 22:12:20,160.25,2,[],"[""Cash""]"
1146,C-146,Home Goods,Lamp,2024-01-02 10:48:20,834.56,3,"[{""type"": ""seasonal"", ""value"": 0.12}]","[""Debit Card"", ""Credit Card"", ""Cash""]"
1147,C-147,Books,Pride and Prejudice,2024-01-22 23:06:48,813.93,4,[],"[""Debit Card"", ""Credit Card"", ""Gift Card""]"
1148,C-148,Apparel,Jacket,2024-01-19 20:36:53,1042.34,2,"[{""type"": ""loyalty"", ""value"": 0.16}]","[""PayPal"", ""Credit Card""]"
1149,C-149,Books,Dune,2024-01-19 06:58:33,1353.12,5,[],"[""Cash"", ""Credit Card""]"
1150,C-150,Sports,Yoga Mat,2024-01-06 07:48:46,569.61,4,"[{""type"": ""bulk"", ""value"": 0.08}]","[""Credit Card"", ""PayPal""]"
1151,C-151,Electronics,Monitor,2024-01-16 07:35:17,1128.43,2,"[{""type"": ""bulk"", ""value"": 0.06}]","[""Debit Card""]"
1152,C-152,Electronics,Monitor,2024-01-09 22:27:25,1075.62,4,"[{""type"": ""loyalty"", ""value"": 0.08}]","[""Debit Card"", ""PayPal"", ""Credit Card""]"
1153,C-153,Electronics,Headphones,2024-01-04 10:15:35,1262.26,3,"[{""type"": ""bulk"", ""value"": 0.18}, {""type"": ""loyalty"", ""value"": 0.13}]","[""PayPal""]"
1154,C-154,Home Goods,Lamp,2024-01-03 11:24:10,609.56,3,[],"[""Credit Card"", ""Debit Card""]"
1155,C-155,Apparel,Sneakers,2024-01-05 21:10:36,775.69,2,[],"[""PayPal"", ""Gift Card""]"
1156,C-156,Home Goods,Vacuum Cleaner,2024-01-15 06:13:21,477.48,2,"[{""type"": ""seasonal"", ""value"": 0.14}]","[""Gift Card"", ""Cash""]"
1157,C-157,Books,Pride and Prejudice,2024-01-06 06:24:04,89.21,3,"[{""type"": ""loyalty"", ""value"": 0.15}, {""type"": ""bulk"", ""value"": 0.13}]","[""Gift Card"", ""PayPal""]"
1158,C-158,Apparel,Socks,2024-01-12 10:02:45,1330.98,2,[],"[""PayPal"", ""Debit Card""]"
1159,C-159,Books,Dune,2024-01-06 05:37:35,375.39,5,[],"[""PayPal"", ""Gift Card"", ""Credit Card""]"
1160,C-160,Apparel,Socks,2024-01-18 01:53:18,1477.42,1,"[{""type"": ""loyalty"", ""value"": 0.07}, {""type"": ""bulk"", ""value"": 0.05}]","[""PayPal"", ""Debit Card"", ""Gift Card""]"
1161,C-161,Home Goods,Vacuum Cleaner,2024-01-01 10:41:31,1141.68,2,"[{""type"": ""bulk"", ""value"": 0.18}]","[""Gift Card""]"
1162,C-162,Apparel,Jacket,2024-01-11 23:03:56,469.0,3,"[{""type"": ""promo"", ""value"": 0.09}]","[""Credit Card""]"
1163,C-163,Apparel,T-shirt,2024-01-10 03:17:18,664.5,4,[],"[""Credit Card"", ""Gift Card"", ""PayPal""]"
1164,C-164,Books,Pride and Prejudice,2024-01-05 02:39:03,1326.09,1,[],"[""PayPal"", ""Cash""]"
1165,C-165,Apparel,Socks,2024-01-22 23:59:28,111.01,2,"[{""type"": ""bulk"", ""value"": 0.09}, {""type"": ""seasonal"", ""value"": 0.1}]","[""Gift Card"", ""Credit Card""]"
1166,C-166,Apparel,T-shirt,2024-01-13 16:47:50,330.73,3,[],"[""Gift Card""]"
1167,C-167,Home Goods,Lamp,2024-01-22 06:06:28,1315.2,2,[],"[""PayPal"", ""Gift Card"", ""Debit Card""]"
1168,C-168,Home Goods,Lamp,2024-01-02 16:13:10,796.43,5,"[{""type"": ""loyalty"", ""value"": 0.12}]","[""PayPal"", ""Credit Card"", ""Gift Card""]"
1169,C-169,Books,The Great Gatsby,2024-01-13 02:16:11,1359.59,3,"[{""type"": ""loyalty"", ""value"": 0.08}]","[""Cash"", ""PayPal"", ""Credit Card""]"
1170,C-170,Apparel,Jacket,2024-01-04 06:45:30,251.44,1,"[{""type"": ""promo"", ""value"": 0.11}, {""type"": ""bulk"", ""value"": 0.11}]","[""PayPal"", ""Credit Card""]"
1171,C-171,Books,Pride and Prejudice,2024-01-21 23:31:43,911.01,4,[],"[""Credit Card""]"
